"word" "word.freq" "doc.freq"
"972" "frieden" 56 52
"973" "schicken" 196 175
"974" "anfang" 55 52
"975" "missfallen" 20 17
"976" "diplomat" 15 15
"977" "galanterieen" 2 2
"978" "kälte" 40 39
"979" "empfindlich" 18 18
"980" "anlocken" 5 5
"981" "erfolg" 59 54
"982" "koketterie" 27 26
"983" "kunst" 57 50
"984" "studie" 28 28
"985" "studium" 35 34
"986" "erlernen" 6 6
"987" "reizen" 26 26
"988" "gewöhnen" 87 80
"989" "bremse" 1 1
"990" "unbequem" 12 12
"991" "insect" 2 2
"992" "blut" 169 143
"993" "ader" 42 40
"994" "stunde" 387 333
"995" "tanzen" 137 83
"996" "läppisch" 1 1
"997" "geduldig" 10 10
"998" "albernheit" 8 8
"999" "abgeschmackt" 5 5
